"tag_index","global_pvalue","video1concordance","video2concordance","video3concordance","video4concordance","video5concordance","video6concordance","video7concordance","video8concordance","video1pvalue","video2pvalue","video3pvalue","video4pvalue","video5pvalue","video6pvalue","video7pvalue","video8pvalue","video1mean","video2mean","video3mean","video4mean","video5mean","video6mean","video7mean","video8mean","video1sd","video2sd","video3sd","video4sd","video5sd","video6sd","video7sd","video8sd"
107,0,0.754320987654321,0.913194444444444,0.954920634920635,0.975375375375375,0.719713261648745,0.935873015873016,0.972777777777778,0.972916666666667,0,0,0.001,0.005,0,0,0,0.007,0.266666666666667,0.115625,0.0257142857142857,0.0135135135135135,0.42258064516129,0.0371428571428571,0.0175,0.015625,0.442832111021245,0.320275523039628,0.158508190640751,0.115615853420487,0.494768539536209,0.189382519905301,0.131289154560699,0.124213828679055
108,0.03,0.97037037037037,1,1,0.994594594594595,1,0.982857142857143,1,1,0.007,1,1,1,1,1,1,1,0.0166666666666667,0,0,0.0027027027027027,0,0.00857142857142857,0,0,0.12819727138271,0,0,0.0519875244910036,0,0.0923163508644152,0,0
109,0,1,1,1,1,1,1,0.879444444444444,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0.1125,0,0,0,0,0,0,0,0.316376334390558,0
111,0.005,0.962345679012346,0.960416666666667,0.977142857142857,0.989189189189189,0.906093189964158,1,1,1,0.345,0.005,1,1,0.164,1,1,1,0.0194444444444444,0.021875,0.0114285714285714,0.00540540540540541,0.0483870967741935,0,0,0,0.138273163184589,0.146504464074411,0.10644403017341,0.0734217720452783,0.214929758589792,0,0,0
112,0.007,0.961111111111111,0.968055555555556,1,0.974174174174174,0.727598566308244,0.948571428571429,1,0.739583333333333,1,0.001,1,0.162,0.042,1,1,0,0.0194444444444444,0.01875,0,0.0135135135135135,0.161290322580645,0.0257142857142857,0,0.184375,0.138273163184589,0.135853276930167,0,0.115615853420487,0.3683931867387,0.158508190640751,0,0.388397055507985
113,0,0.647530864197531,0.613194444444444,0.664126984126984,0.819219219219219,0.545519713261649,0.771428571428571,0.880555555555556,0.743055555555556,0,0,0,0,0,0,0,0,0.325,0.346875,0.317142857142857,0.17027027027027,0.535483870967742,0.142857142857143,0.0775,0.19375,0.469026728900815,0.476721020130729,0.466029817095015,0.376379028863844,0.499545675205016,0.350428075740065,0.267718008977407,0.395854300165159
114,0,0.768518518518518,0.855555555555556,0.901587301587302,0.877477477477478,0.554838709677419,0.860952380952381,1,0.824305555555556,0,0,0.023,0,0.001,0,1,0,0.202777777777778,0.14375,0.0542857142857143,0.0918918918918919,0.364516129032258,0.117142857142857,0,0.184375,0.402627935072689,0.351385524508133,0.226904997782837,0.289264442716797,0.482072378441417,0.322050837153098,0,0.388397055507985
115,0,0.818518518518519,0.95625,0.988571428571429,0.983783783783784,0.921863799283154,0.984126984126984,0.955555555555556,0.963888888888889,0.287,0,1,1,0.058,0.077,0.001,0.299,0.1,0.034375,0.00571428571428571,0.00810810810810811,0.0419354838709677,0.00857142857142857,0.025,0.01875,0.300417536736506,0.182475789608111,0.0754845176362906,0.0898006777407515,0.200765837209775,0.0923163508644152,0.156320472829262,0.135853276930167
116,0,0.639506172839506,0.748611111111111,0.774603174603175,0.860660660660661,0.60573476702509,0.845714285714286,0.872777777777778,0.800694444444444,0,0,0.001,0.001,0,0.16,0,0.021,0.288888888888889,0.175,0.134285714285714,0.0810810810810811,0.296774193548387,0.0828571428571429,0.0925,0.115625,0.453877002087385,0.380562197553694,0.341447162166829,0.273329206629405,0.457574773961075,0.276060823709611,0.290093321774814,0.320275523039628
117,1,1,0.9875,1,0.994594594594595,1,0.982857142857143,0.995,1,1,1,1,1,1,1,1,1,0,0.00625,0,0.0027027027027027,0,0.00857142857142857,0.0025,0,0,0.0789329305392304,0,0.0519875244910036,0,0.0923163508644152,0.05,0
120,0,0.687654320987654,0.74375,0.671111111111111,0.762762762762763,0.490322580645161,0.678095238095238,0.666111111111111,0.690972222222222,0.001,0,0.046,0,0.002,0,0,0,0.188888888888889,0.146875,0.194285714285714,0.148648648648649,0.564516129032258,0.208571428571429,0.2175,0.209375,0.391965106867368,0.354535658171869,0.396216242326821,0.356223508307351,0.496621848348229,0.406868978841484,0.413062102778601,0.407499735561581
121,0,0.705555555555556,0.606944444444444,0.72952380952381,0.598198198198198,0.951971326164875,0.687619047619048,0.703333333333333,0.6875,0,0,0,0,0,0,0,0,0.213888888888889,0.35625,0.2,0.375675675675676,0.0354838709677419,0.251428571428571,0.23,0.3,0.41062000663429,0.479640343313789,0.400572655983984,0.484952659050907,0.18529847713616,0.434455446505109,0.421359537270871,0.458975279519531
122,0.045,0.964814814814815,0.979166666666667,1,0.983783783783784,1,1,0.955,0.96875,0,0.004,1,1,1,1,1,1,0.0305555555555556,0.0125,0,0.00810810810810811,0,0,0.0225,0.015625,0.172349719681647,0.11127643569537,0,0.0898006777407515,0,0,0.148488626434657,0.124213828679055
123,1,1,0.99375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003125,0,0,0,0,0,0,0,0.0559016994374947,0,0,0,0,0,0
124,1,1,0.99375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.003125,0,0,0,0,0,0,0,0.0559016994374947,0,0,0,0,0,0
126,0.584,0.801851851851852,0.824305555555556,0.931428571428571,0.92972972972973,1,0.921269841269841,0.912222222222222,0.98125,0.71,0.66,1,1,1,0.831,0.434,1,0.102777777777778,0.090625,0.0342857142857143,0.0351351351351351,0,0.04,0.045,0.009375,0.304091057238685,0.287524702496072,0.182222599384834,0.184370629750186,0,0.196239722414437,0.207563741455287,0.0965205810722921
127,0.102,0.865432098765432,0.975,0.868571428571429,0.897297297297297,0.806451612903226,0.948571428571429,0.866111111111111,0.85,0.019,1,1,1,1,1,0.671,1,0.0722222222222222,0.0125,0.0657142857142857,0.0513513513513514,0.0967741935483871,0.0257142857142857,0.0675,0.075,0.259215777992983,0.11127643569537,0.248136732275204,0.221012233559576,0.296128056538195,0.158508190640751,0.251200126909599,0.263803859882732
128,0.014,0.994444444444444,0.813888888888889,1,0.994594594594595,1,0.855238095238095,0.945,0.919444444444444,1,0,1,1,1,0.067,1,0.043,0.00277777777777778,0.125,0,0.0027027027027027,0,0.08,0.0275,0.04375,0.052704627669473,0.331236876477481,0,0.0519875244910036,0,0.27168159351003,0.163739967455585,0.204858694322449
129,1,1,0.9875,1,1,1,1,1,0.9875,1,1,1,1,1,1,1,1,0,0.00625,0,0,0,0,0,0.00625,0,0.0789329305392304,0,0,0,0,0,0.0789329305392304
131,1,1,1,1,1,1,1,0.995,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0,0.05,0
132,0,0.870987654320988,0.894444444444444,0.840634920634921,0.86006006006006,0.912544802867383,0.933968253968254,0.951111111111111,0.947916666666667,0.13,0.226,0.376,0.241,0.411,0.393,0.441,0.013,0.0694444444444444,0.05625,0.0828571428571429,0.072972972972973,0.0451612903225806,0.0342857142857143,0.025,0.028125,0.254562210295546,0.23076470938421,0.276060823709611,0.260444323954327,0.207993511346108,0.182222599384834,0.156320472829262,0.165588860876555
133,0,0.787037037037037,0.741666666666667,0.872380952380952,0.890690690690691,0.975627240143369,0.900952380952381,0.905,0.894444444444444,0.18,0,0.003,0,0.117,0.001,0,0.001,0.119444444444444,0.18125,0.0714285714285714,0.0648648648648649,0.0129032258064516,0.0571428571428571,0.0575,0.0625,0.324762132317538,0.385828506416564,0.257908080481973,0.246620756237514,0.113039602659846,0.232447688647208,0.233087052267682,0.242440568938213
134,0.009,0.958024691358025,0.98125,0.994285714285714,0.989189189189189,0.993548387096774,0.966984126984127,0.880555555555556,0.807638888888889,0.118,1,1,1,1,0.123,0.485,0.287,0.0222222222222222,0.009375,0.00285714285714286,0.00540540540540541,0.0032258064516129,0.0171428571428571,0.0625,0.103125,0.147610703673748,0.0965205810722921,0.0534522483824849,0.0734217720452783,0.0567961834247065,0.129989451380962,0.242364604477963,0.304598378875845
135,0.341,0.92716049382716,0.932638888888889,0.982857142857143,0.994594594594595,0.967741935483871,1,0.945,0.9625,0.035,0.491,1,1,1,1,1,1,0.0388888888888889,0.034375,0.00857142857142857,0.0027027027027027,0.0161290322580645,0,0.0275,0.01875,0.193599215245333,0.182475789608111,0.0923163508644152,0.0519875244910036,0.12617544212909,0,0.163739967455585,0.135853276930167
136,0.563,0.988888888888889,0.94375,0.977142857142857,0.972972972972973,1,0.977142857142857,0.906666666666667,0.98125,1,1,1,1,1,1,0.067,1,0.00555555555555556,0.028125,0.0114285714285714,0.0135135135135135,0,0.0114285714285714,0.05,0.009375,0.0744317168312178,0.165588860876555,0.10644403017341,0.115615853420487,0,0.10644403017341,0.218217890235992,0.0965205810722921
137,0,0.83641975308642,0.733333333333333,0.896507936507936,0.947147147147147,0.993548387096774,0.792380952380952,0.941111111111111,0.915972222222222,0,0,0.051,0.498,1,0,0.642,0,0.108333333333333,0.225,0.0542857142857143,0.027027027027027,0.0032258064516129,0.14,0.03,0.053125,0.311233506012164,0.418236332823972,0.226904997782837,0.162381745420722,0.0567961834247065,0.347483791957772,0.170800855767256,0.22463397605325
138,0.007,0.900617283950617,1,1,0.994594594594595,1,1,1,0.98125,0.007,1,1,1,1,1,1,1,0.0527777777777778,0,0,0.0027027027027027,0,0,0,0.009375,0.223900732967671,0,0,0.0519875244910036,0,0,0,0.0965205810722921
140,1,0.994444444444444,0.99375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00277777777777778,0.003125,0,0,0,0,0,0,0.052704627669473,0.0559016994374947,0,0,0,0,0,0
141,0,0.617901234567901,0.751388888888889,0.626031746031746,0.597597597597598,0.910394265232975,0.636825396825397,0.508333333333333,0.627777777777778,0,0,0.001,0,0.007,0,0.002,0,0.269444444444444,0.19375,0.248571428571429,0.383783783783784,0.0483870967741935,0.274285714285714,0.3975,0.28125,0.444288699111811,0.395854300165159,0.432803500726954,0.486964778676324,0.214929758589792,0.446792360986005,0.489993862168095,0.450313370511516
142,0,0.977777777777778,0.938194444444444,0.867936507936508,0.701501501501501,0.987096774193548,0.815238095238095,0.7,0.776388888888889,1,0,0.001,0,1,0,0,0,0.0111111111111111,0.040625,0.0742857142857143,0.240540540540541,0.00645161290322581,0.151428571428571,0.285,0.1625,0.104967902715227,0.197729074326099,0.262610715789517,0.427990489129858,0.0801918568002169,0.358979314415844,0.451979771987325,0.36948663869692
143,0,0.872839506172839,0.90625,0.772698412698413,0.706306306306306,0.937634408602151,0.760634920634921,0.678888888888889,0.765972222222222,0.683,0,0,0,0.001,0,0,0,0.0666666666666667,0.059375,0.148571428571429,0.224324324324324,0.0354838709677419,0.162857142857143,0.235,0.146875,0.249790998988129,0.236695345371167,0.356174700841375,0.417701417850687,0.18529847713616,0.369763894532105,0.4245298151011,0.354535658171869
144,0.015,1,0.99375,1,0.983783783783784,1,0.977142857142857,0.906666666666667,0.976388888888889,1,1,1,1,1,1,0,0.164,0,0.003125,0,0.00810810810810811,0,0.0114285714285714,0.06,0.0125,0,0.0559016994374947,0,0.0898006777407515,0,0.10644403017341,0.237784258064866,0.11127643569537
145,1,1,1,1,1,1,1,1,0.99375,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.003125,0,0,0,0,0,0,0,0.0559016994374947
146,0.036,0.945679012345679,0.975,0.994285714285714,0.902702702702703,0.956272401433692,0.977142857142857,0.976111111111111,0.96875,0.258,1,1,1,0.192,1,0.148,1,0.0277777777777778,0.0125,0.00285714285714286,0.0486486486486487,0.0225806451612903,0.0114285714285714,0.0125,0.015625,0.164564269960688,0.11127643569537,0.0534522483824849,0.215423728945418,0.148802506806656,0.10644403017341,0.111241569194218,0.124213828679055
147,0,0.708641975308642,0.888194444444444,0.772698412698413,0.63963963963964,0.924731182795699,0.766984126984127,0.632777777777778,0.799305555555556,0,0.001,0,0,0.002,0,0,0,0.238888888888889,0.065625,0.16,0.302702702702703,0.0419354838709677,0.151428571428571,0.2475,0.121875,0.426998188287714,0.248013265647836,0.367130903475222,0.460049771365661,0.200765837209775,0.358979314415844,0.432100134593579,0.327653742419692
148,0.097,0.901851851851852,0.975,1,1,1,1,1,0.99375,0.009,1,1,1,1,1,1,1,0.0527777777777778,0.0125,0,0,0,0,0,0.003125,0.223900732967671,0.11127643569537,0,0,0,0,0,0.0559016994374947
149,0.002,0.925308641975309,0.98125,0.98984126984127,0.978378378378378,0.961290322580645,1,0.99,0.940277777777778,0,1,0.027,1,1,1,1,0.169,0.0416666666666667,0.009375,0.00571428571428571,0.0108108108108108,0.0193548387096774,0,0.005,0.03125,0.20010442956068,0.0965205810722921,0.0754845176362906,0.10355152360053,0.137991498351485,0,0.0706220126566724,0.174265138676655
150,0,0.977777777777778,0.938194444444444,0.876190476190476,0.792192192192192,0.954838709677419,0.833015873015873,0.763888888888889,0.891666666666667,1,0.014,0,0.36,1,0.02,0.079,0.353,0.0111111111111111,0.034375,0.0714285714285714,0.113513513513514,0.0225806451612903,0.0942857142857143,0.1325,0.05625,0.104967902715227,0.182475789608111,0.257908080481973,0.317649021564526,0.148802506806656,0.292644162443958,0.339458141121899,0.23076470938421
153,0.001,0.979012345679012,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0166666666666667,0,0,0,0,0,0,0,0.12819727138271,0,0,0,0,0,0,0
154,0,0.974074074074074,1,1,1,0.988530465949821,1,1,1,0,1,1,1,0.027,1,1,1,0.0166666666666667,0,0,0,0.00645161290322581,0,0,0,0.12819727138271,0,0,0,0.0801918568002169,0,0,0
155,0,0.962345679012346,0.985416666666667,1,1,0.913978494623656,0.982857142857143,1,1,0.423,0.002,1,1,0.12,1,1,1,0.0194444444444444,0.009375,0,0,0.0451612903225806,0.00857142857142857,0,0,0.138273163184589,0.0965205810722921,0,0,0.207993511346108,0.0923163508644152,0,0
156,0,0.947530864197531,0.982638888888889,1,1,0.972043010752688,1,1,1,0.005,0.067,1,1,0.005,1,1,1,0.0305555555555556,0.009375,0,0,0.0161290322580645,0,0,0,0.172349719681647,0.0965205810722921,0,0,0.12617544212909,0,0,0
157,0,0.960493827160494,0.982638888888889,1,1,0.988530465949821,1,1,1,0.008,0.067,1,1,0.027,1,1,1,0.0222222222222222,0.009375,0,0,0.00645161290322581,0,0,0,0.147610703673748,0.0965205810722921,0,0,0.0801918568002169,0,0,0
160,0,0.984567901234568,0.939583333333333,1,1,0.974193548387097,0.984126984126984,1,1,0.076,0.001,1,1,1,0.053,1,1,0.00833333333333333,0.034375,0,0,0.0129032258064516,0.00857142857142857,0,0,0.0910324561790707,0.182475789608111,0,0,0.113039602659846,0.0923163508644152,0,0
163,0.104,1,0.976388888888889,1,0.994594594594595,1,1,1,1,1,0.104,1,1,1,1,1,1,0,0.0125,0,0.0027027027027027,0,0,0,0,0,0.11127643569537,0,0.0519875244910036,0,0,0,0
164,1,0.994444444444444,0.9875,0.994285714285714,1,1,1,1,0.975,1,1,1,1,1,1,1,1,0.00277777777777778,0.00625,0.00285714285714286,0,0,0,0,0.0125,0.052704627669473,0.0789329305392304,0.0534522483824849,0,0,0,0,0.11127643569537
165,0.101,0.983333333333333,0.976388888888889,1,1,0.993548387096774,0.994285714285714,1,0.98125,1,0.101,1,1,1,1,1,1,0.00833333333333333,0.0125,0,0,0.0032258064516129,0.00285714285714286,0,0.009375,0.0910324561790707,0.11127643569537,0,0,0.0567961834247065,0.0534522483824849,0,0.0965205810722921
166,0.55,0.817901234567901,0.832638888888889,0.795555555555556,0.783183183183183,0.827240143369176,0.801269841269841,0.806111111111111,0.820138888888889,0.898,0.823,1,1,0.828,0.973,0.955,0.887,0.0916666666666667,0.084375,0.102857142857143,0.110810810810811,0.0870967741935484,0.1,0.0975,0.090625,0.288956435690606,0.278384699206603,0.304207094938176,0.314322762139172,0.282432723018477,0.300429491987988,0.297008898375597,0.287524702496072
169,0,0.968518518518519,0.954166666666667,1,0.984984984984985,0.993548387096774,0.994285714285714,1,0.976388888888889,0,0.013,1,0,1,1,1,0.136,0.0194444444444444,0.025,0,0.0135135135135135,0.0032258064516129,0.00285714285714286,0,0.0125,0.138273163184589,0.156369468433922,0,0.115615853420487,0.0567961834247065,0.0534522483824849,0,0.11127643569537
170,0,0.985185185185185,0.979166666666667,0.988571428571429,0.93993993993994,1,0.979047619047619,0.910555555555556,0.936111111111111,0,0.001,1,0.024,1,0.001,0,0,0.0111111111111111,0.0125,0.00571428571428571,0.0324324324324324,0,0.0142857142857143,0.0675,0.05,0.104967902715227,0.11127643569537,0.0754845176362906,0.177385489692412,0,0.118835942251037,0.251200126909599,0.218286286379416
171,0,0.984567901234568,0.897222222222222,0.972698412698413,1,0.982795698924731,1,1,0.98125,0,0.009,0.114,1,0,1,1,1,0.0138888888888889,0.05625,0.0142857142857143,0,0.0193548387096774,0,0,0.009375,0.117192738844005,0.23076470938421,0.118835942251037,0,0.137991498351485,0,0,0.0965205810722921
172,0.002,0.95679012345679,1,1,1,0.993548387096774,1,0.951666666666667,1,0.3,1,1,1,1,1,0,1,0.0222222222222222,0,0,0,0.0032258064516129,0,0.0325,0,0.147610703673748,0,0,0,0.0567961834247065,0,0.177545927553908,0
173,0.002,0.820987654320988,0.970138888888889,0.96,0.978378378378378,1,0.965714285714286,1,1,0,0.226,1,1,1,1,1,1,0.105555555555556,0.015625,0.02,0.0108108108108108,0,0.0171428571428571,0,0,0.307695581250591,0.124213828679055,0.140200429594394,0.10355152360053,0,0.129989451380962,0,0
174,0,1,0.99375,0.971428571428571,0.984984984984985,0.993548387096774,1,1,1,1,1,1,0,1,1,1,1,0,0.003125,0.0142857142857143,0.0135135135135135,0.0032258064516129,0,0,0,0,0.0559016994374947,0.118835942251037,0.115615853420487,0.0567961834247065,0,0,0
177,0,0.872222222222222,0.884027777777778,0.956825396825397,0.87027027027027,1,0.944126984126984,0.938333333333333,0.96875,0.001,0,0.13,0.198,1,0.266,0.09,1,0.075,0.071875,0.0228571428571429,0.0702702702702703,0,0.0285714285714286,0.0325,0.015625,0.263757929028396,0.258685336747709,0.149661919455417,0.255948064753136,0,0.166837134816645,0.177545927553908,0.124213828679055
178,0,0.93641975308642,0.971527777777778,0.988571428571429,0.97957957957958,0.993548387096774,1,0.995,0.900694444444444,0,0.003,1,0.075,1,1,1,0.01,0.0361111111111111,0.015625,0.00571428571428571,0.0108108108108108,0.0032258064516129,0,0.0025,0.053125,0.186826268153864,0.124213828679055,0.0754845176362906,0.10355152360053,0.0567961834247065,0,0.05,0.22463397605325
179,0,0.919753086419753,0.890972222222222,0.972698412698413,0.984984984984985,0.659498207885305,0.935238095238095,0.98,0.949305555555556,0.015,0,0.208,0.062,0,0.008,1,0,0.0444444444444444,0.078125,0.0142857142857143,0.00810810810810811,0.229032258064516,0.0342857142857143,0.01,0.034375,0.206367231485254,0.268788498737002,0.118835942251037,0.0898006777407515,0.420889448381209,0.182222599384834,0.0996233508273798,0.182475789608111
180,0,0.885185185185185,0.797222222222222,0.803809523809524,0.827027027027027,0.931899641577061,0.90984126984127,0.776666666666667,0.905555555555556,0.149,0.022,0.112,1,0.175,0,0,0.007,0.0611111111111111,0.1125,0.105714285714286,0.0864864864864865,0.0354838709677419,0.0514285714285714,0.16,0.05,0.239867393469841,0.316475496384653,0.307911773490048,0.281461692062584,0.18529847713616,0.221186470582463,0.367065174192899,0.218286286379416
181,0,1,1,1,1,1,0.936507936507937,1,0.98125,1,1,1,1,1,0,1,1,0,0,0,0,0,0.04,0,0.009375,0,0,0,0,0,0.196239722414437,0,0.0965205810722921
182,0,0.908024691358025,0.95,0.988571428571429,1,0.833691756272401,0.960634920634921,0.995,0.907638888888889,0.795,0,1,1,0.009,0.001,1,0,0.0472222222222222,0.04375,0.00571428571428571,0,0.0903225806451613,0.0228571428571429,0.0025,0.071875,0.212409064417832,0.204858694322449,0.0754845176362906,0,0.287106802979211,0.149661919455417,0.05,0.258685336747709
183,0.004,0.984567901234568,0.976388888888889,0.994285714285714,0.989189189189189,1,0.988571428571429,0.985,0.99375,0.053,0.081,1,1,1,1,1,1,0.00833333333333333,0.0125,0.00285714285714286,0.00540540540540541,0,0.00571428571428571,0.0075,0.003125,0.0910324561790707,0.11127643569537,0.0534522483824849,0.0734217720452783,0,0.0754845176362906,0.0863852187300443,0.0559016994374947
